bike_name,price,city,kms_driven,owner,age,power,brand
Hero Pulsar 150cc,170245,Delhi,27320,Fourth Owner,2,180,Hero
Hero FZ S,84450,Jaipur,96922,First Owner,5,110,Hero
KTM Access 125,107303,Chennai,86265,Second Owner,5,125,KTM
Other FZ S,176697,Lucknow,40864,Third Owner,14,200,Other
KTM Other Model,325924,Jaipur,32846,Third Owner,18,350,KTM
Bajaj Pulsar 150cc,179717,Pune,70345,First Owner,6,200,Bajaj
Honda Apache RTR 160,126788,Chennai,82282,Second Owner,2,150,Honda
Other Duke 200,131525,Bangalore,22814,Third Owner,14,150,Other
Bajaj Duke 200,103932,Mumbai,5377,Third Owner,19,125,Bajaj
Suzuki Splendor Plus,135295,Hyderabad,18242,First Owner,11,150,Suzuki
Honda Shine 125cc,106988,Hyderabad,26364,Second Owner,13,125,Honda
Suzuki FZ S,202439,Ahmedabad,71797,Second Owner,2,220,Suzuki
Suzuki FZ S,101409,Chennai,45861,Second Owner,2,110,Suzuki
Other Shine 125cc,135602,Hyderabad,24587,Second Owner,5,150,Other
TVS Access 125,174206,Lucknow,25666,First Owner,16,200,TVS
Bajaj Splendor Plus,134965,Pune,44485,Fourth Owner,12,160,Bajaj
Hero FZ S,186507,Kolkata,28578,Second Owner,4,200,Hero
Suzuki Duke 200,134615,Kolkata,99973,Second Owner,8,160,Suzuki
Honda Apache RTR 160,646107,Chennai,21191,Third Owner,2,650,Honda
Other Classic 350,636698,Pune,40458,First Owner,1,650,Other
Other Classic 350,634949,Pune,40679,Second Owner,6,650,Other
Royal Enfield Apache RTR 160,198915,Delhi,37832,Fourth Owner,9,220,Royal Enfield
TVS Apache RTR 160,107970,Ahmedabad,44051,Fourth Owner,5,125,TVS
Royal Enfield Other Model,108276,Lucknow,64288,First Owner,3,125,Royal Enfield
Yamaha Classic 350,100438,Bangalore,8794,Second Owner,1,100,Yamaha
TVS Splendor Plus,622451,Delhi,80283,Fourth Owner,8,650,TVS
KTM Pulsar 150cc,175987,Kolkata,86169,Third Owner,6,200,KTM
TVS Other Model,196405,Kolkata,61181,Third Owner,11,220,TVS
Hero Other Model,90728,Bangalore,45764,Second Owner,11,110,Hero
Hero Apache RTR 160,194542,Pune,30995,Third Owner,16,220,Hero
TVS Access 125,316950,Mumbai,81755,Fourth Owner,16,350,TVS
Other Shine 125cc,631949,Pune,47009,Second Owner,10,650,Other
Honda Shine 125cc,336031,Bangalore,6941,Fourth Owner,8,350,Honda
Other FZ S,318542,Pune,59088,First Owner,16,350,Other
Bajaj Other Model,125528,Delhi,27519,Third Owner,19,150,Bajaj
KTM Shine 125cc,482007,Lucknow,44112,Fourth Owner,7,500,KTM
Yamaha Pulsar 150cc,90912,Delhi,95353,Fourth Owner,16,125,Yamaha
Royal Enfield Duke 200,161161,Hyderabad,51390,First Owner,6,180,Royal Enfield
Other Other Model,138457,Bangalore,20867,Second Owner,5,150,Other
Bajaj Pulsar 150cc,630106,Mumbai,76184,Fourth Owner,1,650,Bajaj
Bajaj Apache RTR 160,64126,Pune,95226,Fourth Owner,17,100,Bajaj
Honda Other Model,108751,Kolkata,63577,Second Owner,4,125,Honda
TVS Access 125,154205,Bangalore,83712,First Owner,11,180,TVS
Bajaj FZ S,130209,Jaipur,71973,Second Owner,9,150,Bajaj
TVS FZ S,160744,Bangalore,75251,First Owner,8,180,TVS
Hero Classic 350,137226,Lucknow,39287,First Owner,12,160,Hero
Suzuki Apache RTR 160,185066,Delhi,39210,Third Owner,6,200,Suzuki
Hero Shine 125cc,632876,Chennai,57042,First Owner,1,650,Hero
Other Splendor Plus,167981,Hyderabad,95328,Fourth Owner,8,200,Other
Bajaj Pulsar 150cc,488948,Delhi,20481,Fourth Owner,5,500,Bajaj
Yamaha Access 125,146804,Lucknow,11822,Fourth Owner,13,160,Yamaha
Yamaha Access 125,636143,Mumbai,54400,First Owner,6,650,Yamaha
Royal Enfield Splendor Plus,329087,Hyderabad,8715,Third Owner,16,350,Royal Enfield
TVS FZ S,200089,Chennai,36422,Fourth Owner,13,220,TVS
Suzuki Pulsar 150cc,185375,Jaipur,26091,Third Owner,6,200,Suzuki
TVS Duke 200,134002,Hyderabad,80088,Fourth Owner,2,150,TVS
KTM Classic 350,102037,Kolkata,70073,Fourth Owner,6,125,KTM
TVS FZ S,321366,Ahmedabad,93966,Fourth Owner,10,350,TVS
Yamaha Shine 125cc,179564,Chennai,62653,First Owner,4,200,Yamaha
Yamaha Splendor Plus,177479,Kolkata,82492,Third Owner,11,200,Yamaha
Honda Classic 350,86572,Jaipur,84851,Fourth Owner,6,110,Honda
KTM Other Model,110810,Pune,58451,Third Owner,7,125,KTM
Suzuki Splendor Plus,188313,Jaipur,93610,Second Owner,14,220,Suzuki
KTM Splendor Plus,617460,Delhi,95818,Second Owner,18,650,KTM
TVS Classic 350,471735,Kolkata,65541,Fourth Owner,14,500,TVS
Honda Splendor Plus,181832,Delhi,72687,Fourth Owner,3,200,Honda
Royal Enfield Apache RTR 160,631911,Pune,65637,Second Owner,1,650,Royal Enfield
Other FZ S,82451,Bangalore,35339,Third Owner,11,100,Other
KTM Classic 350,199081,Mumbai,2648,Second Owner,2,200,KTM
Yamaha Apache RTR 160,172417,Bangalore,57445,Second Owner,17,200,Yamaha
TVS Apache RTR 160,73530,Ahmedabad,33920,First Owner,19,100,TVS
Suzuki Access 125,154052,Pune,57585,Second Owner,15,180,Suzuki
Other Shine 125cc,475863,Chennai,69824,Fourth Owner,10,500,Other
TVS FZ S,342128,Mumbai,22482,Fourth Owner,7,350,TVS
Bajaj Apache RTR 160,320766,Ahmedabad,95585,Second Owner,10,350,Bajaj
Other Splendor Plus,141671,Ahmedabad,27501,First Owner,9,160,Other
TVS Other Model,71985,Ahmedabad,79881,Third Owner,11,100,TVS
Suzuki Access 125,74007,Jaipur,88257,Fourth Owner,8,100,Suzuki
Yamaha Pulsar 150cc,188485,Chennai,27774,Second Owner,5,200,Yamaha
KTM Apache RTR 160,102570,Pune,39155,First Owner,16,125,KTM
TVS Duke 200,202895,Jaipur,25071,Fourth Owner,9,220,TVS
TVS Access 125,92210,Pune,1773,Fourth Owner,9,100,TVS
Yamaha Classic 350,648633,Hyderabad,23555,Fourth Owner,1,650,Yamaha
Hero Splendor Plus,145535,Chennai,1418,First Owner,12,160,Hero
Honda Apache RTR 160,80773,Jaipur,64440,Fourth Owner,2,100,Honda
Honda Splendor Plus,162131,Pune,77321,Fourth Owner,1,180,Honda
Honda Duke 200,87090,Bangalore,25533,Second Owner,8,100,Honda
Royal Enfield Other Model,130405,Delhi,91214,Fourth Owner,8,160,Royal Enfield
Royal Enfield Access 125,635071,Delhi,60414,First Owner,4,650,Royal Enfield
Yamaha Duke 200,182553,Ahmedabad,89826,Fourth Owner,2,200,Yamaha
Yamaha Access 125,142975,Bangalore,37774,First Owner,11,160,Yamaha
Bajaj Shine 125cc,127327,Kolkata,17121,Second Owner,18,150,Bajaj
KTM Pulsar 150cc,468552,Lucknow,94688,First Owner,15,500,KTM
Suzuki Shine 125cc,121139,Ahmedabad,14306,Fourth Owner,2,125,Suzuki
Bajaj FZ S,96523,Delhi,54241,Second Owner,18,125,Bajaj
Other Access 125,203721,Chennai,30973,First Owner,10,220,Other
TVS Access 125,142897,Pune,98788,Fourth Owner,1,160,TVS
Yamaha Shine 125cc,488357,Mumbai,51147,Third Owner,5,500,Yamaha
Royal Enfield Duke 200,123372,Mumbai,42781,Third Owner,19,150,Royal Enfield
TVS Shine 125cc,637607,Jaipur,67622,Third Owner,1,650,TVS
Royal Enfield Other Model,176637,Delhi,84034,Fourth Owner,7,200,Royal Enfield
Yamaha FZ S,153925,Ahmedabad,46363,Fourth Owner,19,180,Yamaha
KTM Access 125,139594,Lucknow,85668,Third Owner,2,160,KTM
Suzuki Duke 200,334755,Hyderabad,18328,Fourth Owner,13,350,Suzuki
Yamaha Duke 200,125554,Bangalore,58874,First Owner,13,150,Yamaha
Other Shine 125cc,344777,Hyderabad,18237,First Owner,4,350,Other
Bajaj Classic 350,326803,Kolkata,90272,Third Owner,8,350,Bajaj
Other FZ S,95049,Chennai,87009,Fourth Owner,13,125,Other
Royal Enfield Apache RTR 160,468132,Kolkata,55377,Second Owner,17,500,Royal Enfield
Bajaj Other Model,139076,Delhi,83364,Third Owner,6,160,Bajaj
Hero Splendor Plus,333212,Chennai,10745,First Owner,18,350,Hero
KTM Access 125,132549,Delhi,95149,Second Owner,1,150,KTM
Yamaha Shine 125cc,96895,Bangalore,35530,Second Owner,18,125,Yamaha
Suzuki Access 125,168505,Mumbai,70619,First Owner,16,200,Suzuki
Bajaj Duke 200,135986,Chennai,46322,First Owner,10,160,Bajaj
Yamaha Classic 350,629408,Chennai,83815,First Owner,3,650,Yamaha
Other Classic 350,85155,Pune,39442,Third Owner,15,110,Other
Other Apache RTR 160,101900,Kolkata,88334,First Owner,8,125,Other
Honda Pulsar 150cc,97804,Hyderabad,10864,First Owner,2,100,Honda
TVS Pulsar 150cc,168859,Kolkata,33149,Third Owner,5,180,TVS
Other Splendor Plus,627212,Chennai,41708,Second Owner,16,650,Other
Honda Apache RTR 160,337749,Chennai,42677,Second Owner,1,350,Honda
Hero Splendor Plus,91889,Kolkata,41177,Fourth Owner,2,100,Hero
Honda FZ S,105293,Mumbai,7752,First Owner,15,125,Honda
Other Other Model,146600,Chennai,58290,Second Owner,5,160,Other
Hero Pulsar 150cc,74307,Delhi,56055,Second Owner,12,100,Hero
Hero Classic 350,138627,Chennai,45907,Fourth Owner,8,160,Hero
Other Access 125,94161,Hyderabad,8184,First Owner,7,100,Other
Royal Enfield Duke 200,141211,Delhi,36458,Third Owner,13,160,Royal Enfield
Yamaha Splendor Plus,188077,Pune,35483,Fourth Owner,9,200,Yamaha
Suzuki Shine 125cc,147606,Ahmedabad,93614,Second Owner,9,180,Suzuki
Other FZ S,617161,Delhi,80327,Fourth Owner,19,650,Other
TVS FZ S,133653,Lucknow,68630,Fourth Owner,10,160,TVS
Hero Other Model,77039,Kolkata,91445,Second Owner,1,100,Hero
Bajaj Shine 125cc,625781,Lucknow,65420,Third Owner,11,650,Bajaj
KTM Splendor Plus,149211,Lucknow,51652,Fourth Owner,2,160,KTM
Suzuki Classic 350,628198,Bangalore,62357,Third Owner,11,650,Suzuki
TVS Splendor Plus,77368,Hyderabad,94196,Third Owner,18,110,TVS
Yamaha FZ S,88542,Lucknow,22628,Third Owner,8,100,Yamaha
Yamaha Pulsar 150cc,174064,Pune,67490,Third Owner,15,200,Yamaha
Royal Enfield Shine 125cc,501483,Hyderabad,1410,Third Owner,3,500,Royal Enfield
Yamaha Pulsar 150cc,165242,Mumbai,60909,Second Owner,3,180,Yamaha
Other FZ S,151873,Bangalore,6438,First Owner,4,160,Other
Hero Duke 200,135124,Jaipur,38768,First Owner,15,160,Hero
TVS Other Model,92286,Kolkata,47032,Second Owner,1,100,TVS
Suzuki Duke 200,196212,Kolkata,24283,Second Owner,3,200,Suzuki
Hero Splendor Plus,129996,Pune,34364,Third Owner,16,150,Hero
Royal Enfield Access 125,163610,Hyderabad,76879,Fourth Owner,1,180,Royal Enfield
TVS Classic 350,627806,Mumbai,84762,First Owner,2,650,TVS
Hero Access 125,195217,Jaipur,44089,First Owner,18,220,Hero
Suzuki Shine 125cc,202226,Mumbai,51069,Third Owner,3,220,Suzuki
Hero Classic 350,312425,Jaipur,88235,Second Owner,18,350,Hero
TVS Access 125,480553,Pune,58267,Third Owner,8,500,TVS
Bajaj Shine 125cc,134308,Hyderabad,35586,Fourth Owner,15,160,Bajaj
TVS Shine 125cc,177231,Lucknow,82339,First Owner,4,200,TVS
KTM Apache RTR 160,143374,Hyderabad,33943,First Owner,7,160,KTM
Bajaj Splendor Plus,132383,Lucknow,13368,Third Owner,19,150,Bajaj
Bajaj Splendor Plus,331467,Lucknow,37225,Second Owner,10,350,Bajaj
KTM FZ S,163023,Hyderabad,86589,Second Owner,4,180,KTM
KTM Access 125,77173,Chennai,62803,Third Owner,9,100,KTM
Honda Classic 350,95327,Kolkata,17212,Third Owner,11,110,Honda
Hero FZ S,186613,Hyderabad,21426,Second Owner,14,200,Hero
Yamaha Splendor Plus,176959,Ahmedabad,17471,Second Owner,16,200,Yamaha
Hero Pulsar 150cc,84640,Chennai,25843,Third Owner,9,100,Hero
Hero Apache RTR 160,124066,Hyderabad,47377,First Owner,19,150,Hero
Bajaj Pulsar 150cc,197845,Delhi,9345,Fourth Owner,17,220,Bajaj
Other Splendor Plus,123555,Chennai,87132,First Owner,6,150,Other
Royal Enfield Other Model,212951,Kolkata,6866,Fourth Owner,3,220,Royal Enfield
TVS Classic 350,106798,Ahmedabad,26897,Third Owner,1,110,TVS
TVS Classic 350,182974,Kolkata,61804,First Owner,8,200,TVS
Royal Enfield FZ S,138270,Kolkata,27172,Second Owner,10,150,Royal Enfield
Royal Enfield Duke 200,176674,Hyderabad,33002,First Owner,13,200,Royal Enfield
Suzuki FZ S,487478,Jaipur,23647,Third Owner,3,500,Suzuki
Royal Enfield Pulsar 150cc,111071,Lucknow,66218,First Owner,1,125,Royal Enfield
Suzuki Apache RTR 160,138561,Delhi,99887,Third Owner,1,160,Suzuki
Honda Splendor Plus,124253,Bangalore,3473,Fourth Owner,5,125,Honda
Suzuki FZ S,209654,Delhi,56156,Second Owner,3,220,Suzuki
Bajaj Access 125,119448,Delhi,76990,Fourth Owner,12,150,Bajaj
Bajaj Pulsar 150cc,92294,Mumbai,92038,Second Owner,12,125,Bajaj
Hero Access 125,83915,Bangalore,99767,Second Owner,10,110,Hero
Royal Enfield Access 125,105581,Mumbai,4042,First Owner,5,110,Royal Enfield
KTM Splendor Plus,344274,Pune,12867,Fourth Owner,8,350,KTM
Yamaha Splendor Plus,184949,Lucknow,5521,Fourth Owner,18,200,Yamaha
Suzuki Duke 200,129873,Mumbai,82566,First Owner,6,150,Suzuki
TVS Pulsar 150cc,634775,Jaipur,38954,Fourth Owner,4,650,TVS
Hero Other Model,97525,Chennai,52521,First Owner,1,110,Hero
Yamaha Apache RTR 160,196116,Mumbai,1598,Second Owner,6,200,Yamaha
TVS Other Model,90156,Kolkata,65379,Third Owner,4,110,TVS
Suzuki Other Model,142043,Bangalore,96456,First Owner,3,160,Suzuki
Suzuki Duke 200,134516,Chennai,77137,First Owner,9,160,Suzuki
Hero Access 125,644369,Mumbai,2326,First Owner,8,650,Hero
KTM Splendor Plus,93098,Bangalore,13510,First Owner,12,110,KTM
Honda Apache RTR 160,84980,Kolkata,52378,Fourth Owner,6,100,Honda
Hero Pulsar 150cc,147662,Jaipur,10569,Third Owner,4,150,Hero
Hero Duke 200,150325,Mumbai,41116,First Owner,19,180,Hero
Royal Enfield Pulsar 150cc,161879,Ahmedabad,12543,First Owner,17,180,Royal Enfield
Hero Classic 350,101167,Hyderabad,47560,Second Owner,12,125,Hero
Suzuki Splendor Plus,136509,Chennai,97890,Third Owner,6,160,Suzuki
TVS Pulsar 150cc,495427,Hyderabad,12154,First Owner,1,500,TVS
Royal Enfield Access 125,121893,Jaipur,44141,First Owner,19,150,Royal Enfield
Yamaha Classic 350,76165,Hyderabad,65112,Second Owner,14,100,Yamaha
KTM Pulsar 150cc,142521,Mumbai,99045,First Owner,17,180,KTM
Other Other Model,77364,Pune,64575,First Owner,9,100,Other
Royal Enfield Pulsar 150cc,106157,Jaipur,4777,Second Owner,14,125,Royal Enfield
Honda FZ S,215428,Ahmedabad,2155,Third Owner,1,220,Honda
Suzuki Other Model,62431,Jaipur,92218,Fourth Owner,16,100,Suzuki
Honda Shine 125cc,500208,Delhi,13113,Third Owner,1,500,Honda
Yamaha Other Model,197738,Chennai,60465,Fourth Owner,9,220,Yamaha
Yamaha FZ S,179782,Delhi,1898,Fourth Owner,17,200,Yamaha
Bajaj FZ S,490394,Bangalore,22705,Second Owner,7,500,Bajaj
KTM Apache RTR 160,82633,Hyderabad,89543,Fourth Owner,7,110,KTM
Yamaha Apache RTR 160,488811,Kolkata,17557,First Owner,4,500,Yamaha
Honda Access 125,127825,Hyderabad,93742,Third Owner,18,160,Honda
Bajaj Splendor Plus,165235,Hyderabad,11800,First Owner,15,180,Bajaj
Hero Access 125,333886,Hyderabad,56798,Second Owner,4,350,Hero
Hero Access 125,611059,Kolkata,99123,First Owner,19,650,Hero
Bajaj Classic 350,140477,Pune,23146,Third Owner,12,160,Bajaj
Hero Duke 200,91952,Bangalore,16898,Fourth Owner,6,100,Hero
KTM FZ S,637684,Hyderabad,69088,First Owner,1,650,KTM
KTM Apache RTR 160,322962,Ahmedabad,60382,Second Owner,15,350,KTM
Other Other Model,482406,Jaipur,71686,Second Owner,8,500,Other
KTM Splendor Plus,126487,Pune,83528,Fourth Owner,8,150,KTM
Royal Enfield Access 125,93801,Lucknow,74667,Third Owner,3,110,Royal Enfield
Other Duke 200,87922,Hyderabad,85495,Third Owner,5,110,Other
Royal Enfield FZ S,90413,Lucknow,94536,Fourth Owner,18,125,Royal Enfield
Suzuki Apache RTR 160,170390,Pune,36732,First Owner,7,180,Suzuki
Honda Apache RTR 160,478883,Jaipur,3272,Third Owner,17,500,Honda
Hero FZ S,335859,Hyderabad,12149,Third Owner,7,350,Hero
Suzuki Splendor Plus,625799,Ahmedabad,62027,First Owner,15,650,Suzuki
KTM Shine 125cc,75934,Lucknow,92300,Third Owner,6,100,KTM
Hero Splendor Plus,141989,Pune,11120,Third Owner,8,150,Hero
Suzuki Shine 125cc,322250,Pune,37717,Second Owner,19,350,Suzuki
TVS Splendor Plus,139781,Kolkata,35798,Second Owner,8,150,TVS
Hero FZ S,150998,Chennai,65066,Third Owner,15,180,Hero
TVS Access 125,161030,Chennai,14667,Second Owner,13,180,TVS
Royal Enfield Apache RTR 160,169549,Kolkata,52582,First Owner,19,200,Royal Enfield
Yamaha Duke 200,123805,Bangalore,26726,Second Owner,18,150,Yamaha
Hero Classic 350,71952,Delhi,47700,Third Owner,18,100,Hero
Honda Apache RTR 160,645049,Hyderabad,5267,Third Owner,6,650,Honda
KTM Classic 350,112704,Chennai,30895,Fourth Owner,3,125,KTM
Other Duke 200,332771,Delhi,17347,Second Owner,17,350,Other
Yamaha Pulsar 150cc,638087,Pune,30711,First Owner,8,650,Yamaha
Honda Other Model,80718,Ahmedabad,94472,Fourth Owner,4,100,Honda
TVS Duke 200,85762,Hyderabad,41658,First Owner,18,110,TVS
Other Duke 200,629580,Ahmedabad,19556,Third Owner,19,650,Other
Royal Enfield Pulsar 150cc,96143,Chennai,87334,Third Owner,15,125,Royal Enfield
KTM Apache RTR 160,96705,Kolkata,18149,First Owner,4,100,KTM
Other Apache RTR 160,157451,Delhi,7355,Second Owner,4,160,Other
KTM Pulsar 150cc,151008,Jaipur,24641,Fourth Owner,6,160,KTM
Honda Other Model,321653,Mumbai,94700,Second Owner,11,350,Honda
Bajaj Shine 125cc,67212,Mumbai,63467,Second Owner,18,100,Bajaj
Royal Enfield Classic 350,126654,Pune,26613,Second Owner,16,150,Royal Enfield
KTM Shine 125cc,186065,Jaipur,98672,Fourth Owner,16,220,KTM
Yamaha Splendor Plus,630675,Chennai,67083,First Owner,9,650,Yamaha
Royal Enfield Classic 350,111475,Pune,19653,First Owner,13,125,Royal Enfield
Suzuki Shine 125cc,172518,Bangalore,43784,Second Owner,3,180,Suzuki
KTM Shine 125cc,196857,Bangalore,12822,Fourth Owner,16,220,KTM
Suzuki Shine 125cc,109080,Bangalore,54703,Fourth Owner,9,125,Suzuki
Yamaha Splendor Plus,90999,Pune,60802,Fourth Owner,9,110,Yamaha
Honda FZ S,97975,Ahmedabad,11248,Third Owner,13,110,Honda
Suzuki Duke 200,194968,Ahmedabad,75293,Second Owner,13,220,Suzuki
Hero Apache RTR 160,165147,Hyderabad,39727,Fourth Owner,4,180,Hero
TVS Splendor Plus,471389,Lucknow,82950,Fourth Owner,10,500,TVS
Bajaj Other Model,129941,Chennai,76104,First Owner,11,160,Bajaj
Other Apache RTR 160,341450,Hyderabad,3566,Third Owner,8,350,Other
Suzuki Duke 200,637198,Chennai,48497,Third Owner,4,650,Suzuki
TVS Apache RTR 160,129953,Pune,15370,Second Owner,19,150,TVS
Other FZ S,137590,Ahmedabad,65510,Third Owner,13,160,Other
TVS Shine 125cc,615491,Bangalore,92981,First Owner,17,650,TVS
Suzuki Splendor Plus,66028,Delhi,81136,First Owner,19,100,Suzuki
Hero Other Model,483202,Delhi,2538,First Owner,19,500,Hero
Other Duke 200,74985,Lucknow,99387,Third Owner,19,110,Other
TVS Access 125,75983,Ahmedabad,44605,Second Owner,13,100,TVS
TVS Other Model,167608,Pune,59987,First Owner,1,180,TVS
Other FZ S,134750,Lucknow,64276,First Owner,11,160,Other
TVS Apache RTR 160,191121,Ahmedabad,30089,Second Owner,1,200,TVS
TVS Pulsar 150cc,627878,Delhi,2532,Fourth Owner,19,650,TVS
Honda Shine 125cc,89032,Jaipur,46998,Second Owner,8,110,Honda
Bajaj Classic 350,209508,Bangalore,40770,Second Owner,1,220,Bajaj
Royal Enfield Duke 200,84371,Ahmedabad,99968,Second Owner,5,110,Royal Enfield
Royal Enfield FZ S,627357,Jaipur,58633,Third Owner,13,650,Royal Enfield
Yamaha Shine 125cc,320145,Lucknow,87923,Fourth Owner,17,350,Yamaha
Suzuki Access 125,149868,Delhi,12960,Second Owner,2,150,Suzuki
Other Apache RTR 160,627479,Kolkata,12426,Second Owner,19,650,Other
TVS Shine 125cc,94864,Bangalore,62959,Fourth Owner,16,125,TVS
Hero Access 125,112213,Ahmedabad,59706,Fourth Owner,2,125,Hero
Hero FZ S,95771,Kolkata,62375,First Owner,13,125,Hero
Hero Access 125,99976,Hyderabad,66721,Fourth Owner,12,125,Hero
Honda Access 125,85492,Lucknow,88218,First Owner,19,125,Honda
Bajaj Classic 350,138483,Pune,62140,First Owner,10,160,Bajaj
Honda Access 125,112028,Chennai,18660,Fourth Owner,5,125,Honda
Bajaj Shine 125cc,638796,Pune,47884,Fourth Owner,3,650,Bajaj
TVS FZ S,158607,Mumbai,87805,Third Owner,4,180,TVS
Bajaj Apache RTR 160,315990,Pune,88195,Third Owner,12,350,Bajaj
Bajaj Duke 200,81712,Ahmedabad,65385,Third Owner,8,100,Bajaj
TVS Pulsar 150cc,92725,Delhi,15173,First Owner,9,100,TVS
Suzuki Classic 350,485794,Pune,10282,Second Owner,10,500,Suzuki
Honda Apache RTR 160,93599,Bangalore,18729,Fourth Owner,4,100,Honda
Yamaha Other Model,140400,Hyderabad,7992,Third Owner,10,150,Yamaha
Suzuki FZ S,342099,Hyderabad,7140,First Owner,4,350,Suzuki
Bajaj Shine 125cc,146519,Jaipur,30143,First Owner,9,160,Bajaj
Honda Classic 350,174188,Jaipur,86751,First Owner,5,200,Honda
Bajaj Classic 350,207634,Ahmedabad,66602,First Owner,1,220,Bajaj
TVS Pulsar 150cc,95159,Jaipur,51888,First Owner,2,110,TVS
Royal Enfield FZ S,205656,Bangalore,59161,Third Owner,7,220,Royal Enfield
Royal Enfield Access 125,151401,Jaipur,75271,First Owner,18,180,Royal Enfield
TVS Splendor Plus,206166,Delhi,42345,Third Owner,10,220,TVS
Suzuki Classic 350,81985,Hyderabad,70768,Third Owner,14,110,Suzuki
Suzuki Shine 125cc,99151,Chennai,80547,Third Owner,13,125,Suzuki
Yamaha Duke 200,141826,Lucknow,6465,First Owner,18,160,Yamaha
KTM Duke 200,93240,Hyderabad,36422,First Owner,5,110,KTM
Other Pulsar 150cc,177253,Delhi,6071,First Owner,19,200,Other
Yamaha Other Model,160780,Bangalore,92600,Fourth Owner,2,180,Yamaha
Hero Other Model,99094,Bangalore,11378,Fourth Owner,4,110,Hero
KTM Access 125,134741,Chennai,82808,Fourth Owner,5,160,KTM
Royal Enfield Other Model,193690,Lucknow,20117,Fourth Owner,3,200,Royal Enfield
Hero FZ S,109344,Chennai,10173,First Owner,11,125,Hero
Other Classic 350,188453,Lucknow,78840,First Owner,18,220,Other
Bajaj Shine 125cc,83267,Jaipur,53314,First Owner,19,110,Bajaj
Bajaj Shine 125cc,613868,Delhi,89191,Fourth Owner,14,650,Bajaj
Other Pulsar 150cc,632296,Chennai,13260,Fourth Owner,19,650,Other
TVS Splendor Plus,129716,Hyderabad,15925,Third Owner,15,150,TVS
Royal Enfield Shine 125cc,341435,Hyderabad,54525,Third Owner,2,350,Royal Enfield
KTM Other Model,102693,Chennai,55029,Fourth Owner,7,125,KTM
Yamaha Access 125,79982,Jaipur,71027,Second Owner,17,110,Yamaha
Yamaha FZ S,213577,Kolkata,44196,Second Owner,2,220,Yamaha
Royal Enfield Apache RTR 160,129552,Pune,47371,Third Owner,13,150,Royal Enfield
Other Apache RTR 160,142220,Kolkata,90812,Third Owner,18,180,Other
KTM Access 125,195966,Ahmedabad,5367,Third Owner,1,200,KTM
Other Pulsar 150cc,321739,Ahmedabad,69954,Third Owner,15,350,Other
Bajaj FZ S,615057,Delhi,86026,Fourth Owner,13,650,Bajaj
TVS Classic 350,147060,Delhi,63272,Second Owner,16,180,TVS
Other Shine 125cc,327298,Bangalore,84217,First Owner,8,350,Other
TVS FZ S,161522,Chennai,46467,First Owner,8,180,TVS
Bajaj Shine 125cc,155058,Pune,21678,Third Owner,17,180,Bajaj
Bajaj Classic 350,130974,Kolkata,70049,Fourth Owner,15,160,Bajaj
Hero Pulsar 150cc,174598,Kolkata,89310,Third Owner,5,200,Hero
